2017-06-21 04:40:42.406826: W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.1 instructions, but these are available on your machine and could speed up CPU computations.
2017-06-21 04:40:42.406882: W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.2 instructions, but these are available on your machine and could speed up CPU computations.
2017-06-21 04:40:42.406891: W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use AVX instructions, but these are available on your machine and could speed up CPU computations.
2017-06-21 04:40:42.406897: W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use AVX2 instructions, but these are available on your machine and could speed up CPU computations.
2017-06-21 04:40:42.406903: W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use FMA instructions, but these are available on your machine and could speed up CPU computations.
2017-06-21 04:40:42.876163: I tensorflow/core/common_runtime/gpu/gpu_device.cc:887] Found device 0 with properties: 
name: Tesla P100-PCIE-16GB
major: 6 minor: 0 memoryClockRate (GHz) 1.3285
pciBusID 0000:82:00.0
Total memory: 15.89GiB
Free memory: 15.61GiB
2017-06-21 04:40:42.876238: I tensorflow/core/common_runtime/gpu/gpu_device.cc:908] DMA: 0 
Global Iter: 1402800 training acc: 0.1875
Global Iter: 1402900 training loss: 2.10359
Global Iter: 1402900 training acc: 0.15625
Global Iter: 1403000 training loss: 2.02338
Global Iter: 1403000 training acc: 0.15625
Global Iter: 1403100 training loss: 2.02989
Global Iter: 1403100 training acc: 0.1875
Global Iter: 1403200 training loss: 2.01821
Global Iter: 1403200 training acc: 0.21875
Global Iter: 1403300 training loss: 1.98082
Global Iter: 1403300 training acc: 0.21875
Global Iter: 1403400 training loss: 1.98732
Global Iter: 1403400 training acc: 0.09375
Global Iter: 1403500 training loss: 1.93853
Global Iter: 1403500 training acc: 0.125
Global Iter: 1403600 training loss: 1.905
Global Iter: 1403600 training acc: 0.1875
Global Iter: 1403700 training loss: 2.08695
Global Iter: 1403700 training acc: 0.1875
Global Iter: 1403800 training loss: 2.01888
Global Iter: 1403800 training acc: 0.09375
Global Iter: 1403900 training loss: 2.04768
Global Iter: 1403900 training acc: 0.125
Global Iter: 1404000 training loss: 2.01341
Global Iter: 1404000 training acc: 0.1875
Global Iter: 1404100 training loss: 1.96262
Global Iter: 1404100 training acc: 0.21875
Global Iter: 1404200 training loss: 2.22898
Global Iter: 1404200 training acc: 0.125
Global Iter: 1404300 training loss: 1.97046
Global Iter: 1404300 training acc: 0.25
Global Iter: 1404400 training loss: 2.16445
Global Iter: 1404400 training acc: 0.21875
Global Iter: 1404500 training loss: 2.08008
Global Iter: 1404500 training acc: 0.125
Global Iter: 1404600 training loss: 1.88449
Global Iter: 1404600 training acc: 0.25
Global Iter: 1404700 training loss: 1.9293
Global Iter: 1404700 training acc: 0.28125
Global Iter: 1404800 training loss: 2.04258
Global Iter: 1404800 training acc: 0.1875
Global Iter: 1404900 training loss: 2.01826
Global Iter: 1404900 training acc: 0.125
Global Iter: 1405000 training loss: 2.01002
Global Iter: 1405000 training acc: 0.09375
Global Iter: 1405100 training loss: 2.01604
Global Iter: 1405100 training acc: 0.1875
Global Iter: 1405200 training loss: 2.00041
Global Iter: 1405200 training acc: 0.21875
Global Iter: 1405300 training loss: 1.94383
Global Iter: 1405300 training acc: 0.1875
Global Iter: 1405400 training loss: 1.88811
Global Iter: 1405400 training acc: 0.28125
Global Iter: 1405500 training loss: 2.03556
Global Iter: 1405500 training acc: 0.15625
Global Iter: 1405600 training loss: 2.0286
Global Iter: 1405600 training acc: 0.21875
Global Iter: 1405700 training loss: 2.00266
Global Iter: 1405700 training acc: 0.28125
Global Iter: 1405800 training loss: 1.91476
Global Iter: 1405800 training acc: 0.25
Global Iter: 1405900 training loss: 2.02323
Global Iter: 1405900 training acc: 0.09375
Global Iter: 1406000 training loss: 1.93323
Global Iter: 1406000 training acc: 0.1875
Global Iter: 1406100 training loss: 2.09007
Global Iter: 1406100 training acc: 0.09375
Global Iter: 1406200 2017-06-22 21:10:50.593580: I tensorflow/core/common_runtime/gpu/gpu_device.cc:977] Creating TensorFlow device (/gpu:0) -> (device: 0, name: Tesla P100-PCIE-16GB, pci bus id: 0000:82:00.0)
INFO:tensorflow:Restoring parameters from /home/ahmet/workspace/tensorboard/tissue_alexnet_b256_lr0005/model.ckpt-1406465
training loss: 2.03007
Global Iter: 1406200 training acc: 0.21875
Global Iter: 1406300 training loss: 2.05161
Global Iter: 1406300 training acc: 0.125
Global Iter: 1406400 training loss: 2.05552
Global Iter: 1406400 training acc: 0.1875
Model saved in file: /home/ahmet/workspace/tensorboard/tissue_alexnet_b256_lr0005/model.ckpt-1406465
Number of Patches: 82443
checkpoint found: /home/ahmet/workspace/tensorboard/tissue_alexnet_b256_lr0005/model.ckpt-1406465
Global Iter: 1406500 training loss: 1.96744
Global Iter: 1406500 training acc: 0.21875
Global Iter: 1406600 training loss: 2.00041
Global Iter: 1406600 training acc: 0.125
Global Iter: 1406700 training loss: 1.92277
Global Iter: 1406700 training acc: 0.28125
Global Iter: 1406800 training loss: 1.86967
Global Iter: 1406800 training acc: 0.1875
Global Iter: 1406900 training loss: 2.0136
Global Iter: 1406900 training acc: 0.21875
Global Iter: 1407000 training loss: 2.02098
Global Iter: 1407000 training acc: 0.15625
Global Iter: 1407100 training loss: 1.99009
Global Iter: 1407100 training acc: 0.15625
Global Iter: 1407200 training loss: 1.93749
Global Iter: 1407200 training acc: 0.15625
Global Iter: 1407300 training loss: 1.93591
Global Iter: 1407300 training acc: 0.21875
Global Iter: 1407400 training loss: 1.95203
Global Iter: 1407400 training acc: 0.125
Global Iter: 1407500 training loss: 2.03078
Global Iter: 1407500 training acc: 0.0625
Global Iter: 1407600 training loss: 2.04754
Global Iter: 1407600 training acc: 0.0625
Global Iter: 1407700 training loss: 1.97188
Global Iter: 1407700 training acc: 0.21875
Global Iter: 1407800 training loss: 1.93552
Global Iter: 1407800 training acc: 0.125
Global Iter: 1407900 training loss: 2.09717
Global Iter: 1407900 training acc: 0.0625
Global Iter: 1408000 training loss: 2.00199
Global Iter: 1408000 training acc: 0.15625
Global Iter: 1408100 training loss: 2.0178
Global Iter: 1408100 training acc: 0.0625
Global Iter: 1408200 training loss: 1.97888
Global Iter: 1408200 training acc: 0.125
Global Iter: 1408300 training loss: 2.00103
Global Iter: 1408300 training acc: 0.21875
Global Iter: 1408400 training loss: 2.0016
Global Iter: 1408400 training acc: 0.15625
Global Iter: 1408500 training loss: 1.93932
Global Iter: 1408500 training acc: 0.21875
Global Iter: 1408600 training loss: 1.97946
Global Iter: 1408600 training acc: 0.15625
Global Iter: 1408700 training loss: 1.96659
Global Iter: 1408700 training acc: 0.21875
Global Iter: 1408800 training loss: 1.93563
Global Iter: 1408800 training acc: 0.28125
Global Iter: 1408900 training loss: 2.15196
Global Iter: 1408900 training acc: 0.03125
Global Iter: 1409000 training loss: 2.0562
Global Iter: 1409000 training acc: 0.1875
Global Iter: 1409100 training loss: 2.02213
Global Iter: 1409100 training acc: 0.125
Global Iter: 1409200 training loss: 2.02354
Global Iter: 1409200 training acc: 0.25
Global Iter: 1409300 training loss: 2.10139
Global Iter: 1409300 training acc: 0.0625
Global Iter: 1409400 training loss: 1.94386
Global Iter: 1409400 training acc: 0.25
Global Iter: 1409500 training loss: 2.03045
Global Iter: 1409500 training acc: 0.125
Global Iter: 1409600 training loss: 1.97352
Global Iter: 1409600 training acc: 0.1875
Global Iter: 1409700 training loss: 2.02514
Global Iter: 1409700 training acc: 0.1875
Global Iter: 1409800 training loss: 1.97427
Global Iter: 1409800 training acc: 0.125
Global Iter: 1409900 training loss: 2.02176
Global Iter: 1409900 training acc: 0.125
Global Iter: 1410000 training loss: 1.99095
Global Iter: 1410000 training acc: 0.125
Global Iter: 1410100 training loss: 1.94823
Global Iter: 1410100 training acc: 0.21875
Global Iter: 1410200 training loss: 2.05112
Global Iter: 1410200 training acc: 0.09375
Global Iter: 1410300 training loss: 1.90455
Global Iter: 1410300 training acc: 0.1875
Global Iter: 1410400 training loss: 1.98646
Global Iter: 1410400 training acc: 0.25
Global Iter: 1410500 training loss: 1.99746
Global Iter: 1410500 training acc: 0.09375
Global Iter: 1410600 training loss: 2.01145
Global Iter: 1410600 training acc: 0.09375
Global Iter: 1410700 t2017-06-22 21:19:33.393384: I tensorflow/core/common_runtime/gpu/gpu_device.cc:977] Creating TensorFlow device (/gpu:0) -> (device: 0, name: Tesla P100-PCIE-16GB, pci bus id: 0000:82:00.0)
INFO:tensorflow:Restoring parameters from /home/ahmet/workspace/tensorboard/tissue_alexnet_b256_lr0005/model.ckpt-1411618
raining loss: 1.97334
Global Iter: 1410700 training acc: 0.21875
Global Iter: 1410800 training loss: 2.00959
Global Iter: 1410800 training acc: 0.28125
Global Iter: 1410900 training loss: 2.0674
Global Iter: 1410900 training acc: 0.0625
Global Iter: 1411000 training loss: 2.08014
Global Iter: 1411000 training acc: 0.25
Global Iter: 1411100 training loss: 1.93276
Global Iter: 1411100 training acc: 0.25
Global Iter: 1411200 training loss: 1.97667
Global Iter: 1411200 training acc: 0.3125
Global Iter: 1411300 training loss: 2.0612
Global Iter: 1411300 training acc: 0.25
Global Iter: 1411400 training loss: 2.02839
Global Iter: 1411400 training acc: 0.15625
Global Iter: 1411500 training loss: 1.95799
Global Iter: 1411500 training acc: 0.1875
Global Iter: 1411600 training loss: 1.99409
Global Iter: 1411600 training acc: 0.1875
Model saved in file: /home/ahmet/workspace/tensorboard/tissue_alexnet_b256_lr0005/model.ckpt-1411618
Number of Patches: 81619
checkpoint found: /home/ahmet/workspace/tensorboard/tissue_alexnet_b256_lr0005/model.ckpt-1411618
Global Iter: 1411700 training loss: 1.96124
Global Iter: 1411700 training acc: 0.125
Global Iter: 1411800 training loss: 2.03828
Global Iter: 1411800 training acc: 0.1875
Global Iter: 1411900 training loss: 1.96113
Global Iter: 1411900 training acc: 0.25
Global Iter: 1412000 training loss: 2.07194
Global Iter: 1412000 training acc: 0.125
Global Iter: 1412100 training loss: 2.03242
Global Iter: 1412100 training acc: 0.21875
Global Iter: 1412200 training loss: 1.95135
Global Iter: 1412200 training acc: 0.25
Global Iter: 1412300 training loss: 1.95016
Global Iter: 1412300 training acc: 0.1875
Global Iter: 1412400 training loss: 1.97902
Global Iter: 1412400 training acc: 0.15625
Global Iter: 1412500 training loss: 1.86981
Global Iter: 1412500 training acc: 0.25
Global Iter: 1412600 training loss: 1.93896
Global Iter: 1412600 training acc: 0.28125
Global Iter: 1412700 training loss: 1.94572
Global Iter: 1412700 training acc: 0.28125
Global Iter: 1412800 training loss: 1.95854
Global Iter: 1412800 training acc: 0.21875
Global Iter: 1412900 training loss: 1.90393
Global Iter: 1412900 training acc: 0.21875
Global Iter: 1413000 training loss: 1.98022
Global Iter: 1413000 training acc: 0.25
Global Iter: 1413100 training loss: 1.97799
Global Iter: 1413100 training acc: 0.125
Global Iter: 1413200 training loss: 2.07926
Global Iter: 1413200 training acc: 0.09375
Global Iter: 1413300 training loss: 2.02397
Global Iter: 1413300 training acc: 0.15625
Global Iter: 1413400 training loss: 1.95682
Global Iter: 1413400 training acc: 0.1875
Global Iter: 1413500 training loss: 1.99369
Global Iter: 1413500 training acc: 0.21875
Global Iter: 1413600 training loss: 1.96845
Global Iter: 1413600 training acc: 0.21875
Global Iter: 1413700 training loss: 1.90099
Global Iter: 1413700 training acc: 0.15625
Global Iter: 1413800 training loss: 2.08901
Global Iter: 1413800 training acc: 0.09375
Global Iter: 1413900 training loss: 1.96856
Global Iter: 1413900 training acc: 0.25
Global Iter: 1414000 training loss: 2.01821
Global Iter: 1414000 training acc: 0.15625
Global Iter: 1414100 training loss: 1.95871
Global Iter: 1414100 training acc: 0.1875
Global Iter: 1414200 training loss: 1.9721
Global Iter: 1414200 training acc: 0.125
Global Iter: 1414300 training loss: 2.0977
Global Iter: 1414300 training acc: 0.125
Global Iter: 1414400 training loss: 1.93948
Global Iter: 1414400 training acc: 0.1875
Global Iter: 1414500 training loss: 1.88099
Global Iter: 1414500 training acc: 0.1875
Global Iter: 1414600 training loss: 1.98669
Global Iter: 1414600 training acc: 0.15625
Global Iter: 1414700 training loss: 1.9787
Global Iter: 1414700 training acc: 0.09375
Global Iter: 1414800 training loss: 2.0082
Global Iter: 1414800 training acc: 0.25
Global Iter: 1414900 training loss: 1.91026
Global Iter: 1414900 training acc: 0.28125
Global Iter: 1415000 training loss: 2.11065
Global Iter: 1415000 training acc: 0.09375
Global Iter: 1415100 training loss: 1.9897
Global Iter: 1415100 training acc: 0.3125
Global Iter: 1415200 training loss2017-06-22 21:27:57.782292: I tensorflow/core/common_runtime/gpu/gpu_device.cc:977] Creating TensorFlow device (/gpu:0) -> (device: 0, name: Tesla P100-PCIE-16GB, pci bus id: 0000:82:00.0)
INFO:tensorflow:Restoring parameters from /home/ahmet/workspace/tensorboard/tissue_alexnet_b256_lr0005/model.ckpt-1416720
: 1.91948
Global Iter: 1415200 training acc: 0.125
Global Iter: 1415300 training loss: 1.91625
Global Iter: 1415300 training acc: 0.1875
Global Iter: 1415400 training loss: 2.01426
Global Iter: 1415400 training acc: 0.25
Global Iter: 1415500 training loss: 1.98188
Global Iter: 1415500 training acc: 0.15625
Global Iter: 1415600 training loss: 1.97934
Global Iter: 1415600 training acc: 0.1875
Global Iter: 1415700 training loss: 1.92327
Global Iter: 1415700 training acc: 0.1875
Global Iter: 1415800 training loss: 2.02458
Global Iter: 1415800 training acc: 0.21875
Global Iter: 1415900 training loss: 2.03634
Global Iter: 1415900 training acc: 0.125
Global Iter: 1416000 training loss: 1.94633
Global Iter: 1416000 training acc: 0.15625
Global Iter: 1416100 training loss: 1.94109
Global Iter: 1416100 training acc: 0.15625
Global Iter: 1416200 training loss: 1.98819
Global Iter: 1416200 training acc: 0.125
Global Iter: 1416300 training loss: 1.95813
Global Iter: 1416300 training acc: 0.25
Global Iter: 1416400 training loss: 2.1366
Global Iter: 1416400 training acc: 0.03125
Global Iter: 1416500 training loss: 2.05014
Global Iter: 1416500 training acc: 0.09375
Global Iter: 1416600 training loss: 1.99091
Global Iter: 1416600 training acc: 0.125
Global Iter: 1416700 training loss: 1.94046
Global Iter: 1416700 training acc: 0.21875
Model saved in file: /home/ahmet/workspace/tensorboard/tissue_alexnet_b256_lr0005/model.ckpt-1416720
Number of Patches: 80803
checkpoint found: /home/ahmet/workspace/tensorboard/tissue_alexnet_b256_lr0005/model.ckpt-1416720
Global Iter: 1416800 training loss: 2.00793
Global Iter: 1416800 training acc: 0.15625
Global Iter: 1416900 training loss: 2.08825
Global Iter: 1416900 training acc: 0.21875
Global Iter: 1417000 training loss: 1.9115
Global Iter: 1417000 training acc: 0.15625
Global Iter: 1417100 training loss: 2.0093
Global Iter: 1417100 training acc: 0.1875
Global Iter: 1417200 training loss: 2.00532
Global Iter: 1417200 training acc: 0.25
Global Iter: 1417300 training loss: 1.91955
Global Iter: 1417300 training acc: 0.1875
Global Iter: 1417400 training loss: 1.94364
Global Iter: 1417400 training acc: 0.1875
Global Iter: 1417500 training loss: 1.96997
Global Iter: 1417500 training acc: 0.25
Global Iter: 1417600 training loss: 1.96212
Global Iter: 1417600 training acc: 0.1875
Global Iter: 1417700 training loss: 2.06593
Global Iter: 1417700 training acc: 0.15625
Global Iter: 1417800 training loss: 1.94796
Global Iter: 1417800 training acc: 0.21875
Global Iter: 1417900 training loss: 2.05
Global Iter: 1417900 training acc: 0.125
Global Iter: 1418000 training loss: 1.94072
Global Iter: 1418000 training acc: 0.1875
Global Iter: 1418100 training loss: 1.88974
Global Iter: 1418100 training acc: 0.21875
Global Iter: 1418200 training loss: 2.03931
Global Iter: 1418200 training acc: 0.15625
Global Iter: 1418300 training loss: 2.02397
Global Iter: 1418300 training acc: 0.125
Global Iter: 1418400 training loss: 1.94701
Global Iter: 1418400 training acc: 0.15625
Global Iter: 1418500 training loss: 2.03916
Global Iter: 1418500 training acc: 0.1875
Global Iter: 1418600 training loss: 2.07171
Global Iter: 1418600 training acc: 0.125
Global Iter: 1418700 training loss: 2.03878
Global Iter: 1418700 training acc: 0.125
Global Iter: 1418800 training loss: 1.97668
Global Iter: 1418800 training acc: 0.125
Global Iter: 1418900 training loss: 2.02469
Global Iter: 1418900 training acc: 0.09375
Global Iter: 1419000 training loss: 1.92463
Global Iter: 1419000 training acc: 0.09375
Global Iter: 1419100 training loss: 2.00096
Global Iter: 1419100 training acc: 0.15625
Global Iter: 1419200 training loss: 2.03096
Global Iter: 1419200 training acc: 0.21875
Global Iter: 1419300 training loss: 1.98936
Global Iter: 1419300 training acc: 0.21875
Global Iter: 1419400 training loss: 2.07688
Global Iter: 1419400 training acc: 0.0625
Global Iter: 1419500 training loss: 1.9048
Global Iter: 1419500 training acc: 0.21875
Global Iter: 1419600 training loss: 2.00662
Global Iter: 1419600 training acc: 0.03125
Global Iter: 1419700 training loss: 2.2017-06-22 21:36:27.074783: I tensorflow/core/common_runtime/gpu/gpu_device.cc:977] Creating TensorFlow device (/gpu:0) -> (device: 0, name: Tesla P100-PCIE-16GB, pci bus id: 0000:82:00.0)
INFO:tensorflow:Restoring parameters from /home/ahmet/workspace/tensorboard/tissue_alexnet_b256_lr0005/model.ckpt-1421771
07063
Global Iter: 1419700 training acc: 0.125
Global Iter: 1419800 training loss: 1.95395
Global Iter: 1419800 training acc: 0.1875
Global Iter: 1419900 training loss: 1.96743
Global Iter: 1419900 training acc: 0.1875
Global Iter: 1420000 training loss: 1.9462
Global Iter: 1420000 training acc: 0.28125
Global Iter: 1420100 training loss: 1.92879
Global Iter: 1420100 training acc: 0.21875
Global Iter: 1420200 training loss: 2.05121
Global Iter: 1420200 training acc: 0.15625
Global Iter: 1420300 training loss: 1.89163
Global Iter: 1420300 training acc: 0.1875
Global Iter: 1420400 training loss: 2.05923
Global Iter: 1420400 training acc: 0.125
Global Iter: 1420500 training loss: 1.96009
Global Iter: 1420500 training acc: 0.1875
Global Iter: 1420600 training loss: 1.89443
Global Iter: 1420600 training acc: 0.25
Global Iter: 1420700 training loss: 2.05432
Global Iter: 1420700 training acc: 0.1875
Global Iter: 1420800 training loss: 1.9902
Global Iter: 1420800 training acc: 0.15625
Global Iter: 1420900 training loss: 1.91456
Global Iter: 1420900 training acc: 0.1875
Global Iter: 1421000 training loss: 2.04492
Global Iter: 1421000 training acc: 0.125
Global Iter: 1421100 training loss: 2.05003
Global Iter: 1421100 training acc: 0.1875
Global Iter: 1421200 training loss: 2.03751
Global Iter: 1421200 training acc: 0.125
Global Iter: 1421300 training loss: 1.97192
Global Iter: 1421300 training acc: 0.125
Global Iter: 1421400 training loss: 2.02202
Global Iter: 1421400 training acc: 0.125
Global Iter: 1421500 training loss: 1.92971
Global Iter: 1421500 training acc: 0.09375
Global Iter: 1421600 training loss: 2.06022
Global Iter: 1421600 training acc: 0.09375
Global Iter: 1421700 training loss: 2.01627
Global Iter: 1421700 training acc: 0.25
Model saved in file: /home/ahmet/workspace/tensorboard/tissue_alexnet_b256_lr0005/model.ckpt-1421771
Number of Patches: 80003
checkpoint found: /home/ahmet/workspace/tensorboard/tissue_alexnet_b256_lr0005/model.ckpt-1421771
Global Iter: 1421800 training loss: 1.95411
Global Iter: 1421800 training acc: 0.21875
Global Iter: 1421900 training loss: 1.98775
Global Iter: 1421900 training acc: 0.15625
Global Iter: 1422000 training loss: 1.957
Global Iter: 1422000 training acc: 0.09375
Global Iter: 1422100 training loss: 2.03534
Global Iter: 1422100 training acc: 0.21875
Global Iter: 1422200 training loss: 1.98621
Global Iter: 1422200 training acc: 0.15625
Global Iter: 1422300 training loss: 1.89052
Global Iter: 1422300 training acc: 0.28125
Global Iter: 1422400 training loss: 1.92696
Global Iter: 1422400 training acc: 0.15625
Global Iter: 1422500 training loss: 2.0569
Global Iter: 1422500 training acc: 0.1875
Global Iter: 1422600 training loss: 2.00981
Global Iter: 1422600 training acc: 0.09375
Global Iter: 1422700 training loss: 2.04999
Global Iter: 1422700 training acc: 0.21875
Global Iter: 1422800 training loss: 2.00932
Global Iter: 1422800 training acc: 0.40625
Global Iter: 1422900 training loss: 1.95467
Global Iter: 1422900 training acc: 0.21875
Global Iter: 1423000 training loss: 1.98926
Global Iter: 1423000 training acc: 0.15625
Global Iter: 1423100 training loss: 1.92704
Global Iter: 1423100 training acc: 0.1875
Global Iter: 1423200 training loss: 1.93778
Global Iter: 1423200 training acc: 0.21875
Global Iter: 1423300 training loss: 1.95194
Global Iter: 1423300 training acc: 0.0625
Global Iter: 1423400 training loss: 1.98781
Global Iter: 1423400 training acc: 0.15625
Global Iter: 1423500 training loss: 2.01655
Global Iter: 1423500 training acc: 0.1875
Global Iter: 1423600 training loss: 2.0836
Global Iter: 1423600 training acc: 0.03125
Global Iter: 1423700 training loss: 1.92538
Global Iter: 1423700 training acc: 0.1875
Global Iter: 1423800 training loss: 1.97611
Global Iter: 1423800 training acc: 0.21875
Global Iter: 1423900 training loss: 1.98025
Global Iter: 1423900 training acc: 0.125
Global Iter: 1424000 training loss: 2.13711
Global Iter: 1424000 training acc: 0.15625
Global Iter: 1424100 training loss: 2.06851
Global Iter: 1424100 training acc: 0.03125
Global Iter: 1424200 training los2017-06-22 21:45:01.302872: I tensorflow/core/common_runtime/gpu/gpu_device.cc:977] Creating TensorFlow device (/gpu:0) -> (device: 0, name: Tesla P100-PCIE-16GB, pci bus id: 0000:82:00.0)
INFO:tensorflow:Restoring parameters from /home/ahmet/workspace/tensorboard/tissue_alexnet_b256_lr0005/model.ckpt-1426772
s: 1.91305
Global Iter: 1424200 training acc: 0.3125
Global Iter: 1424300 training loss: 1.99616
Global Iter: 1424300 training acc: 0.25
Global Iter: 1424400 training loss: 2.01914
Global Iter: 1424400 training acc: 0.125
Global Iter: 1424500 training loss: 2.00956
Global Iter: 1424500 training acc: 0.125
Global Iter: 1424600 training loss: 1.93422
Global Iter: 1424600 training acc: 0.21875
Global Iter: 1424700 training loss: 2.06661
Global Iter: 1424700 training acc: 0.15625
Global Iter: 1424800 training loss: 2.03975
Global Iter: 1424800 training acc: 0.125
Global Iter: 1424900 training loss: 2.02498
Global Iter: 1424900 training acc: 0.15625
Global Iter: 1425000 training loss: 2.0557
Global Iter: 1425000 training acc: 0.1875
Global Iter: 1425100 training loss: 1.88536
Global Iter: 1425100 training acc: 0.28125
Global Iter: 1425200 training loss: 2.01322
Global Iter: 1425200 training acc: 0.1875
Global Iter: 1425300 training loss: 2.04558
Global Iter: 1425300 training acc: 0.09375
Global Iter: 1425400 training loss: 2.0504
Global Iter: 1425400 training acc: 0.09375
Global Iter: 1425500 training loss: 1.97441
Global Iter: 1425500 training acc: 0.09375
Global Iter: 1425600 training loss: 2.00243
Global Iter: 1425600 training acc: 0.28125
Global Iter: 1425700 training loss: 2.06039
Global Iter: 1425700 training acc: 0.09375
Global Iter: 1425800 training loss: 2.01697
Global Iter: 1425800 training acc: 0.25
Global Iter: 1425900 training loss: 1.92013
Global Iter: 1425900 training acc: 0.21875
Global Iter: 1426000 training loss: 1.97674
Global Iter: 1426000 training acc: 0.375
Global Iter: 1426100 training loss: 1.99514
Global Iter: 1426100 training acc: 0.1875
Global Iter: 1426200 training loss: 2.05245
Global Iter: 1426200 training acc: 0.15625
Global Iter: 1426300 training loss: 1.95744
Global Iter: 1426300 training acc: 0.21875
Global Iter: 1426400 training loss: 2.06844
Global Iter: 1426400 training acc: 0.15625
Global Iter: 1426500 training loss: 1.91855
Global Iter: 1426500 training acc: 0.3125
Global Iter: 1426600 training loss: 1.98281
Global Iter: 1426600 training acc: 0.21875
Global Iter: 1426700 training loss: 1.98192
Global Iter: 1426700 training acc: 0.0625
Model saved in file: /home/ahmet/workspace/tensorboard/tissue_alexnet_b256_lr0005/model.ckpt-1426772
Number of Patches: 79203
checkpoint found: /home/ahmet/workspace/tensorboard/tissue_alexnet_b256_lr0005/model.ckpt-1426772
Global Iter: 1426800 training loss: 1.95259
Global Iter: 1426800 training acc: 0.09375
Global Iter: 1426900 training loss: 1.93397
Global Iter: 1426900 training acc: 0.25
Global Iter: 1427000 training loss: 2.00662
Global Iter: 1427000 training acc: 0.125
Global Iter: 1427100 training loss: 2.01241
Global Iter: 1427100 training acc: 0.1875
Global Iter: 1427200 training loss: 1.99038
Global Iter: 1427200 training acc: 0.15625
Global Iter: 1427300 training loss: 1.93245
Global Iter: 1427300 training acc: 0.21875
Global Iter: 1427400 training loss: 2.01591
Global Iter: 1427400 training acc: 0.15625
Global Iter: 1427500 training loss: 1.95499
Global Iter: 1427500 training acc: 0.125
Global Iter: 1427600 training loss: 2.06886
Global Iter: 1427600 training acc: 0.15625
Global Iter: 1427700 training loss: 1.90534
Global Iter: 1427700 training acc: 0.21875
Global Iter: 1427800 training loss: 2.11699
Global Iter: 1427800 training acc: 0.3125
Global Iter: 1427900 training loss: 1.88439
Global Iter: 1427900 training acc: 0.28125
Global Iter: 1428000 training loss: 1.91836
Global Iter: 1428000 training acc: 0.1875
Global Iter: 1428100 training loss: 2.0673
Global Iter: 1428100 training acc: 0.125
Global Iter: 1428200 training loss: 1.99224
Global Iter: 1428200 training acc: 0.125
Global Iter: 1428300 training loss: 1.99453
Global Iter: 1428300 training acc: 0.09375
Global Iter: 1428400 training loss: 1.97365
Global Iter: 1428400 training acc: 0.25
Global Iter: 1428500 training loss: 1.9056
Global Iter: 1428500 training acc: 0.25
Global Iter: 1428600 training loss: 1.91217
Global Iter: 1428600 training acc: 0.25
Global Iter: 1428700 training loss: 12017-06-22 21:53:25.267870: I tensorflow/core/common_runtime/gpu/gpu_device.cc:977] Creating TensorFlow device (/gpu:0) -> (device: 0, name: Tesla P100-PCIE-16GB, pci bus id: 0000:82:00.0)
INFO:tensorflow:Restoring parameters from /home/ahmet/workspace/tensorboard/tissue_alexnet_b256_lr0005/model.ckpt-1431723
.96357
Global Iter: 1428700 training acc: 0.21875
Global Iter: 1428800 training loss: 2.01809
Global Iter: 1428800 training acc: 0.1875
Global Iter: 1428900 training loss: 1.95913
Global Iter: 1428900 training acc: 0.125
Global Iter: 1429000 training loss: 1.94856
Global Iter: 1429000 training acc: 0.09375
Global Iter: 1429100 training loss: 1.92248
Global Iter: 1429100 training acc: 0.25
Global Iter: 1429200 training loss: 1.99522
Global Iter: 1429200 training acc: 0.15625
Global Iter: 1429300 training loss: 1.96662
Global Iter: 1429300 training acc: 0.21875
Global Iter: 1429400 training loss: 2.06256
Global Iter: 1429400 training acc: 0.15625
Global Iter: 1429500 training loss: 1.96211
Global Iter: 1429500 training acc: 0.28125
Global Iter: 1429600 training loss: 1.87649
Global Iter: 1429600 training acc: 0.28125
Global Iter: 1429700 training loss: 1.95847
Global Iter: 1429700 training acc: 0.15625
Global Iter: 1429800 training loss: 2.0619
Global Iter: 1429800 training acc: 0.1875
Global Iter: 1429900 training loss: 1.99906
Global Iter: 1429900 training acc: 0.21875
Global Iter: 1430000 training loss: 1.97915
Global Iter: 1430000 training acc: 0.1875
Global Iter: 1430100 training loss: 1.98801
Global Iter: 1430100 training acc: 0.15625
Global Iter: 1430200 training loss: 1.91166
Global Iter: 1430200 training acc: 0.15625
Global Iter: 1430300 training loss: 2.01501
Global Iter: 1430300 training acc: 0.15625
Global Iter: 1430400 training loss: 2.06616
Global Iter: 1430400 training acc: 0.03125
Global Iter: 1430500 training loss: 2.12085
Global Iter: 1430500 training acc: 0.15625
Global Iter: 1430600 training loss: 1.97746
Global Iter: 1430600 training acc: 0.125
Global Iter: 1430700 training loss: 2.03431
Global Iter: 1430700 training acc: 0.15625
Global Iter: 1430800 training loss: 2.0196
Global Iter: 1430800 training acc: 0.125
Global Iter: 1430900 training loss: 1.97289
